Symptom Codes,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127,V128,V129,V130,V131,V132,V133,V134,V135,V136,V137,V138,V139,V140,V141,V142,V143,V144,V145,V146,V147,V148,V149,V150,V151,V152,V153,V154,V155,V156,V157,V158,V159,V160,V161,V162,V163,V164,V165,V166,V167,V168,V169,V170,V171,V172,V173,V174,V175,V176,V177,V178,V179,V180,V181,V182,V183,V184,V185,V186,V187,V188,V189,V190,V191,V192,V193,V194,V195,V196,V197,V198,V199,V200,V201,V202,V203,V204,V205,V206,V207,V208,V209,V210,V211,V212,V213,V214,V215,V216,V217,V218,V219,V220,V221,V222,V223,V224,V225,V226,V227,V228,V229,V230,V231,V232,V233,V234,V235,V236,V237,V238,V239,V240,V241,V242,V243,V244,V245,V246,V247,V248,V249,V250,V251,V252,V253,V254,V255,V256,V257,V258,V259,V260,V261,V262,V263,V264,V265,V266,V267,V268,V269,V270,V271,V272,V273,V274,V275,V276,V277,V278,V279,V280,V281,V282,V283,V284,V285,V286,V287,V288,V289,V290,V291,V292,V293,V294,V295,V296,V297,V298,V299,V300,V301,V302,V303,V304,V305,V306,V307,V308,V309,V310,V311,V312,V313,V314,V315,V316,V317,V318,V319,V320,V321,V322,V323,V324,V325,V326,V327,V328,V329,V330,V331,V332,V333,V334,V335,V336,V337,V338,V339,V340,V341,V342,V343,V344,V345,V346,V347,V348,V349,V350,V351,V352,V353,V354,V355,V356,V357,V358,V359,V360,V361,V362,V363,V364,V365,V366,V367,V368,V369,V370,V371,V372,V373,V374,V375,V376,V377,V378,V379,V380,V381,V382,V383,V384,V385,V386,V387,V388,V389,V390,V391,V392,V393,V394,V395,V396,V397,V398,V399,V400,V401,V402,V403,V404,V405,V406,V407,V408,V409,V410,V411,V412,V413,V414,V415,V416,V417,V418,V419,V420,V421,V422,V423,V424,V425,V426,V427,V428,V429,V430,V431,V432,V433,V434,V435,V436,V437,V438,V439,V440,V441,V442,V443,V444,V445,V446,V447,V448,V449,V450,V451,V452,V453,V454,V455,V456,V457,V458,V459,V460,V461,V462,V463,V464,V465,V466,V467,V468,V469,V470,V471,V472,V473,V474,V475,V476,V477,V478,V479,V480,V481,V482,V483,V484,V485,V486,V487,V488,V489,V490,V491,V492,V493,V494,V495,V496,V497,V498,V499,V500
C0006271_A,0.052773552,-0.021925433,1.07E-16,0.019890173,0.026169284,0.011390303,-0.04584999,0.004065934,-0.067828611,-6.45E-16,0.044515642,-0.063636184,0.021188025,-0.012579512,-0.416390259,-0.16987094,0.531931741,-1.01E-16,-0.093278342,-0.037595756,-0.017802846,-0.088232835,-0.073475146,-0.022021325,-0.086332225,0.02947043,-0.0044051,-0.078592527,-0.015556428,0.004300723,0.014198818,-0.077270249,-0.000394176,-5.15E-15,0.008604415,-2.05E-15,0.028208054,0.059471066,0.069770479,0.047325144,0.016257464,-0.042480879,-0.144666017,0.006924383,-0.01467382,-0.081670214,-0.002200344,-0.042405517,-9.69E-15,-0.020913723,0.154042454,0.098253545,7.16E-14,0.057667035,0.037185136,-0.005079536,0.160803035,-2.35E-15,-0.182127394,0.138053656,0.149756363,-0.288458118,0.086639809,0.290695865,-0.094182014,2.21E-15,0.017908847,0.01912896,-0.060624947,0.202330475,0.563125116,-0.068294158,0.185154433,-2.18E-14,0.221162458,0.117752831,0.11522502,7.93E-15,-0.011208561,-0.162752204,0.193116254,-0.02632741,0.023239074,0.031603321,0.05290785,1.86E-15,0.042787892,-1.92E-15,-0.00972064,0.251443815,-0.021366453,0.027596507,-0.144546432,0.174670134,-1.43E-14,-0.014355925,-0.038238039,-8.77E-16,0.006686184,0.030689813,-0.087300279,-0.012796474,0.103437683,1.67E-14,-0.01570234,-0.01852443,-6.46E-15,-0.039563088,-0.063399588,-6.03E-14,-0.045945616,0.043959816,-0.052219811,-0.299135761,-0.184768866,-0.050093476,-0.023246212,-0.034450475,-0.121285396,0.154578839,0.054817416,0.054916804,0.194455348,1.11E-13,-0.02533811,0.116019287,0.111247924,0.100280551,1.64E-14,-0.091587264,0.085257929,3.29E-15,0.081141544,0.001265709,-0.005737733,0.111713242,-0.02578079,-0.142672362,-2.73E-15,0.065423416,-0.096816513,0.09256947,-0.062210937,-0.008599083,-0.017953221,-0.101663086,0.01893521,8.22E-14,-0.01936885,-0.074499942,5.06E-14,0.051385512,0.082830092,0.101469426,-9.11E-13,0.147661197,0.013812098,0.148186808,0.013579107,-0.239294923,0.236123527,-0.020845189,3.66E-14,0.059321649,-0.43959678,0.213217678,1.04E-12,-0.245294873,-0.267869111,0.200445864,-0.035229266,4.32E-14,-0.081371998,-0.283016084,-0.018451015,1.76E-13,0.138562432,0.087155861,0.086628834,-0.144873014,0.065262017,0.223358307,-0.137073579,-1.05E-12,0.310393469,0.074822313,-0.108884976,-0.316345559,-5.86E-13,-0.059268266,0.086420307,0.155307172,0.022744206,-1.42E-12,0.081933049,0.079867405,0.14922422,-0.05175284,0.050233512,-1.35E-13,0.059101949,-0.125845457,-0.127373639,-0.118866582,0.078028874,-0.192741716,4.83E-13,0.011189437,-0.125384107,-0.179958571,-0.143683617,0.225420022,-0.089371139,1.71E-13,-0.007387115,8.33E-13,0.169540944,0.227500924,9.15E-13,-0.270439326,0.04071541,0.117750819,0.126628463,-0.214189933,0.032774867,1.39E-13,0.007620721,-0.00784309,0.011632124,-0.157522104,4.72E-13,-0.17862842,-0.206791599,-1.75E-12,0.034950544,0.061689173,0.130578251,5.76E-12,-0.280475501,-0.119193401,-5.76E-13,0.047866038,0.34815146,0.179755695,-0.230237422,-3.06E-13,-0.082808903,0.034146135,0.248779659,0.107917453,-0.080969615,-2.77E-13,-0.131672324,0.157904186,5.15E-13,-0.074104738,0.247290905,0.1200198,-1.53E-12,0.103752277,0.114979885,-0.113919426,-0.172550313,-0.118863379,-0.088561634,0.086048686,-1.96E-13,-0.078475263,-4.37E-13,-0.24925703,-0.059588473,-6.96E-13,0.013880622,0.008168046,0.06671794,0.076414901,0.157006149,0.138708531,-0.227135308,0.112425834,-1.56E-12,-0.098029007,-0.092210622,-0.142771141,-0.154292061,-0.16574164,7.19E-13,-0.043504266,0.017918424,0.159495341,-0.054444007,-3.69E-13,0.001548596,0.043236145,-0.017850901,-0.163372305,-0.073546934,8.91E-13,-0.219949123,0.019928872,0.069437983,-0.061404393,0.140841271,-0.096315722,1.33E-13,-0.133172619,-7.87E-13,-0.215145827,0.161581622,1.56E-12,0.089455988,-0.011194215,-0.203287019,0.013972831,-0.071592196,-0.120445226,0.072170838,-0.13154391,0.03413266,-0.011777177,7.95E-13,-0.049005417,-0.043621961,-4.76E-13,0.036437757,0.070550007,5.82E-13,0.115909419,-0.140476376,-4.48E-13,0.056588986,0.019489077,0.053601835,-0.136504829,-3.60E-13,-0.100467088,0.002416407,0.005000629,-0.068759189,-6.03E-13,-0.048268405,-9.65E-13,-0.103206275,-0.108484545,-0.197381481,-1.81E-12,-0.208057208,0.12206224,-2.11E-13,0.009295718,0.083328541,0.046963941,-0.013864171,-0.084450612,-0.054742474,-0.003787834,3.33E-13,-0.014320993,0.120081019,4.02E-13,-0.005279963,1.13E-11,0.037772631,-0.038662772,-0.042457167,-3.14E-14,-0.075425674,0.038843962,9.73E-14,0.072108441,-0.096425936,0.035548224,1.00E-13,0.149286407,-0.03744897,0.091298439,0.129219597,1.94E-13,0.043125439,-0.028930643,0.038608438,0.067481178,-0.1362802,-0.161031301,3.66E-12,-0.010409589,0.054693702,0.03477338,2.58E-13,-0.012870172,-7.77E-14,0.068121917,0.127904306,0.000221256,0.095010812,-6.72E-13,-0.269766518,0.10939042,0.007012553,0.044632825,-0.134953348,1.63E-12,0.129532489,-0.020054264,-1.51E-12,-0.077922596,-0.199760988,1.04E-11,0.098546682,0.305020255,0.038164454,0.207305823,0.102357784,0.140851994,7.50E-11,0.140586167,-2.06E-13,0.215754811,-5.06E-11,0.065658301,0.110633961,-1.24E-08,-0.355537889,-0.056762715,-0.003448975,0.103377051,3.44E-06,0.130743673,-0.062868863,8.00E-06,-0.048783482,-0.239293841,-0.063478985,0.165245565,-0.174608401,-0.141693724,-0.067099956,-0.057730505,0.224045264,0.031512542,0.098415174,-0.064992997,0.016500354,-0.024828487,0.066896349,0.068147018,0.166178439,0.107678776,0.000718717,-0.128761903,-5.87E-05,-0.024017573,-0.056854799,0.145847594,0.010649441,-0.056014047,0.047707309,-0.11182206,0.082991255,0.054176727,-0.063276072,-0.029634275,0.089981883,-0.03559487,0.116017604,0.081016307,0.00762737,-0.000928602,0.075067567,-0.086225997,-0.047582663,0.040082802,0.001469466,0.074039727,0.072457443,-0.07188755,-0.063333262,-0.048652976,-0.151519556,0.009023015,-0.172452495,-0.04021579,-0.019053376,-0.004817294,0.006865404,0.000757861,-0.025440498,0.084297273,-0.140662407,0.051955425,0.079587817,0.14341363,0.066791206,-0.141958712,-0.052215502,0.014962125,-0.074368432,-0.072856777,-0.072196012,0.027903624
C0006271_P,-0.052773552,0.021925433,-1.07E-16,-0.019890173,-0.026169284,-0.011390303,0.04584999,-0.004065934,0.067828611,6.45E-16,-0.044515642,0.063636184,-0.021188025,0.012579512,0.416390259,0.16987094,-0.531931741,1.01E-16,0.093278342,0.037595756,0.017802846,0.088232835,0.073475146,0.022021325,0.086332225,-0.02947043,0.0044051,0.078592527,0.015556428,-0.004300723,-0.014198818,0.077270249,0.000394176,5.15E-15,-0.008604415,2.05E-15,-0.028208054,-0.059471066,-0.069770479,-0.047325144,-0.016257464,0.042480879,0.144666017,-0.006924383,0.01467382,0.081670214,0.002200344,0.042405517,9.69E-15,0.020913723,-0.154042454,-0.098253545,-7.16E-14,-0.057667035,-0.037185136,0.005079536,-0.160803035,2.35E-15,0.182127394,-0.138053656,-0.149756363,0.288458118,-0.086639809,-0.290695865,0.094182014,-2.21E-15,-0.017908847,-0.01912896,0.060624947,-0.202330475,-0.563125116,0.068294158,-0.185154433,2.18E-14,-0.221162458,-0.117752831,-0.11522502,-7.93E-15,0.011208561,0.162752204,-0.193116254,0.02632741,-0.023239074,-0.031603321,-0.05290785,-1.86E-15,-0.042787892,1.92E-15,0.00972064,-0.251443815,0.021366453,-0.027596507,0.144546432,-0.174670134,1.43E-14,0.014355925,0.038238039,8.77E-16,-0.006686184,-0.030689813,0.087300279,0.012796474,-0.103437683,-1.67E-14,0.01570234,0.01852443,6.46E-15,0.039563088,0.063399588,6.03E-14,0.045945616,-0.043959816,0.052219811,0.299135761,0.184768866,0.050093476,0.023246212,0.034450475,0.121285396,-0.154578839,-0.054817416,-0.054916804,-0.194455348,-1.11E-13,0.02533811,-0.116019287,-0.111247924,-0.100280551,-1.64E-14,0.091587264,-0.085257929,-3.29E-15,-0.081141544,-0.001265709,0.005737733,-0.111713242,0.02578079,0.142672362,2.73E-15,-0.065423416,0.096816513,-0.09256947,0.062210937,0.008599083,0.017953221,0.101663086,-0.01893521,-8.22E-14,0.01936885,0.074499942,-5.06E-14,-0.051385512,-0.082830092,-0.101469426,9.11E-13,-0.147661197,-0.013812098,-0.148186808,-0.013579107,0.239294923,-0.236123527,0.020845189,-3.66E-14,-0.059321649,0.43959678,-0.213217678,-1.04E-12,0.245294873,0.267869111,-0.200445864,0.035229266,-4.32E-14,0.081371998,0.283016084,0.018451015,-1.76E-13,-0.138562432,-0.087155861,-0.086628834,0.144873014,-0.065262017,-0.223358307,0.137073579,1.05E-12,-0.310393469,-0.074822313,0.108884976,0.316345559,5.86E-13,0.059268266,-0.086420307,-0.155307172,-0.022744206,1.42E-12,-0.081933049,-0.079867405,-0.14922422,0.05175284,-0.050233512,1.35E-13,-0.059101949,0.125845457,0.127373639,0.118866582,-0.078028874,0.192741716,-4.83E-13,-0.011189437,0.125384107,0.179958571,0.143683617,-0.225420022,0.089371139,-1.71E-13,0.007387115,-8.33E-13,-0.169540944,-0.227500924,-9.15E-13,0.270439326,-0.04071541,-0.117750819,-0.126628463,0.214189933,-0.032774867,-1.39E-13,-0.007620721,0.00784309,-0.011632124,0.157522104,-4.72E-13,0.17862842,0.206791599,1.75E-12,-0.034950544,-0.061689173,-0.130578251,-5.76E-12,0.280475501,0.119193401,5.76E-13,-0.047866038,-0.34815146,-0.179755695,0.230237422,3.06E-13,0.082808903,-0.034146135,-0.248779659,-0.107917453,0.080969615,2.77E-13,0.131672324,-0.157904186,-5.15E-13,0.074104738,-0.247290905,-0.1200198,1.53E-12,-0.103752277,-0.114979885,0.113919426,0.172550313,0.118863379,0.088561634,-0.086048686,1.96E-13,0.078475263,4.37E-13,0.24925703,0.059588473,6.96E-13,-0.013880622,-0.008168046,-0.06671794,-0.076414901,-0.157006149,-0.138708531,0.227135308,-0.112425834,1.56E-12,0.098029007,0.092210622,0.142771141,0.154292061,0.16574164,-7.19E-13,0.043504266,-0.017918424,-0.159495341,0.054444007,3.69E-13,-0.001548596,-0.043236145,0.017850901,0.163372305,0.073546934,-8.91E-13,0.219949123,-0.019928872,-0.069437983,0.061404393,-0.140841271,0.096315722,-1.33E-13,0.133172619,7.87E-13,0.215145827,-0.161581622,-1.56E-12,-0.089455988,0.011194215,0.203287019,-0.013972831,0.071592196,0.120445226,-0.072170838,0.13154391,-0.03413266,0.011777177,-7.95E-13,0.049005417,0.043621961,4.76E-13,-0.036437757,-0.070550007,-5.82E-13,-0.115909419,0.140476376,4.48E-13,-0.056588986,-0.019489077,-0.053601835,0.136504829,3.60E-13,0.100467088,-0.002416407,-0.005000629,0.068759189,6.03E-13,0.048268405,9.65E-13,0.103206275,0.108484545,0.197381481,1.81E-12,0.208057208,-0.12206224,2.11E-13,-0.009295718,-0.083328541,-0.046963941,0.013864171,0.084450612,0.054742474,0.003787834,-3.33E-13,0.014320993,-0.120081019,-4.02E-13,0.005279963,-1.13E-11,-0.037772631,0.038662772,0.042457167,3.14E-14,0.075425674,-0.038843962,-9.73E-14,-0.072108441,0.096425936,-0.035548224,-1.00E-13,-0.149286407,0.03744897,-0.091298439,-0.129219597,-1.94E-13,-0.043125439,0.028930643,-0.038608438,-0.067481178,0.1362802,0.161031301,-3.66E-12,0.010409589,-0.054693702,-0.03477338,-2.58E-13,0.012870172,7.77E-14,-0.068121917,-0.127904306,-0.000221256,-0.095010812,6.72E-13,0.269766518,-0.10939042,-0.007012553,-0.044632825,0.134953348,-1.63E-12,-0.129532489,0.020054264,1.51E-12,0.077922596,0.199760988,-1.04E-11,-0.098546682,-0.305020255,-0.038164454,-0.207305823,-0.102357784,-0.140851994,-7.50E-11,-0.140586167,2.06E-13,-0.215754811,5.06E-11,-0.065658301,-0.110633961,1.24E-08,0.355537889,0.056762715,0.003448975,-0.103377051,-3.44E-06,-0.130743673,0.062868863,-8.00E-06,0.048783482,0.239293841,0.063478985,-0.165245565,0.174608401,0.141693724,0.067099956,0.057730505,-0.224045264,-0.031512542,-0.098415174,0.064992997,-0.016500354,0.024828487,-0.066896349,-0.068147018,-0.166178439,-0.107678776,-0.000718717,0.128761903,5.87E-05,0.024017573,0.056854799,-0.145847594,-0.010649441,0.056014047,-0.047707309,0.11182206,-0.082991255,-0.054176727,0.063276072,0.029634275,-0.089981883,0.03559487,-0.116017604,-0.081016307,-0.00762737,0.000928602,-0.075067567,0.086225997,0.047582663,-0.040082802,-0.001469466,-0.074039727,-0.072457443,0.07188755,0.063333262,0.048652976,0.151519556,-0.009023015,0.172452495,0.04021579,0.019053376,0.004817294,-0.006865404,-0.000757861,0.025440498,-0.084297273,0.140662407,-0.051955425,-0.079587817,-0.14341363,-0.066791206,0.141958712,0.052215502,-0.014962125,0.074368432,0.072856777,0.072196012,-0.027903624
C0231528_A,3.220141435,3.68659301,4.44E-16,1.775745919,-1.828666191,-1.76968849,0.623960305,0.066361383,0.076152096,1.55E-15,-1.051015775,-0.98199764,0.347018323,-0.662132185,-1.714623658,-1.875337112,-0.796997804,5.12E-15,-0.588648676,-1.027674399,0.779814948,0.191516845,0.432940556,-1.887150707,-0.118988852,-0.385812016,0.667621947,0.26406754,-0.180477472,-0.129230311,-0.194594345,0.165644479,0.607613088,1.92E-13,0.38223475,-4.33E-14,0.397540928,-0.317310916,-0.032468795,-0.049167212,-0.526124967,-0.156132367,-0.18436568,-0.054624021,0.051307646,-0.576774937,-1.246761117,0.942317064,2.17E-13,-0.10139987,-0.704063689,0.783495162,-1.85E-12,-1.483768852,0.093569854,-0.138485147,0.79050084,-2.74E-14,-0.596361558,0.664175568,-0.558486786,0.016901804,-0.585786674,-0.580135839,0.064447659,2.28E-14,0.206877086,0.573218472,-0.873487779,-0.49717434,0.633481762,-0.503943385,-0.465364973,4.57E-14,0.907460359,0.469944847,-0.682485158,1.67E-14,0.267694221,-0.336389832,0.137418892,0.447215234,0.836345909,-0.781409822,0.676039909,3.44E-14,0.690768971,4.99E-14,1.002232322,0.201595137,0.37836638,0.207139898,0.877136779,-0.369927027,-1.78E-13,-0.19559862,-0.333148645,-1.49E-14,-0.431896728,-0.744097458,-0.873740722,0.439450391,-0.516588224,-1.32E-14,0.430582726,0.462032032,2.40E-13,0.708891937,0.155240091,-2.68E-14,-0.044575792,-0.020996823,0.379973631,-0.083237455,0.299375655,-0.449219985,0.307003243,0.10199336,-0.592431339,1.202119575,0.070021106,-0.622999591,0.094622168,-3.69E-13,0.077067212,0.575396936,-0.274850582,-0.152168851,-9.96E-14,-0.034968171,-0.668539541,-5.10E-14,-0.256262796,-0.202188716,-0.048554025,0.316008811,0.399874015,0.097649539,3.04E-13,0.053104586,0.031773956,-0.269987751,0.145916324,0.527334755,0.186250026,0.080836226,0.283901888,7.28E-13,-0.109951574,-0.137759058,1.39E-13,0.793163394,0.292102798,-0.076386533,-2.11E-13,0.029931535,-0.056323176,0.804479081,0.488845325,0.0280854,-0.386243593,0.19118029,-9.27E-13,0.274607589,-0.897514103,-0.032388877,1.46E-12,-0.084492198,-0.769774715,0.799982544,0.50846874,6.83E-13,-0.138377194,0.443886285,0.136332086,-5.04E-13,-0.460512214,0.146713221,0.678432956,-0.227068065,-0.014184807,0.161905604,0.040977,2.07E-12,-0.351017098,0.157260515,0.206283986,-0.309918481,-1.27E-13,-0.375771308,0.023169722,0.13775345,-0.063322017,-1.15E-11,0.71483395,0.138165114,0.028581677,0.360870643,-0.1011826,-1.90E-13,-0.433220917,-0.044063297,0.251825404,0.547186045,-0.002884071,-0.108521626,-7.42E-13,-0.615079907,0.24015546,0.149465649,0.007767727,-0.035446767,-0.21717501,5.47E-13,0.217574739,1.59E-12,0.240137742,0.823978834,1.39E-12,-0.46295418,0.066437197,-0.136778556,0.323617964,-0.819915821,0.124204135,-4.66E-13,-0.28047663,0.197984744,0.481610949,-0.180310666,8.13E-13,-0.085685916,0.188887913,2.92E-12,0.327383577,0.110935423,0.05692751,1.70E-12,-0.395608791,0.089686478,-9.47E-13,-0.283425667,-0.526912476,-0.495471266,-0.045709186,-1.60E-15,-0.392711669,-0.15806961,0.223206086,0.099924093,0.404270809,-3.13E-13,0.667586423,0.220474738,2.54E-12,0.047595063,0.482128039,-0.69259,8.04E-12,-0.593870237,-0.067795799,-0.348276146,-0.230763744,0.482099394,0.049951704,-0.548307988,-4.86E-13,-0.016604379,-1.08E-12,-0.279940127,0.032596711,9.87E-13,-0.515758657,0.092123441,-0.1006137,-0.484443863,-0.024766469,-0.265133076,-0.006981254,-0.433705354,-6.95E-13,0.239260117,0.072360659,0.150063047,0.603798813,0.163904294,-2.23E-11,0.699507691,-0.069796483,0.085478901,0.900894867,-1.97E-12,-0.565499197,0.59266626,-0.393648194,-0.078634212,0.512176721,2.77E-12,0.348054296,-0.219912408,0.252873253,0.251165079,0.286804023,0.309389321,-1.14E-12,0.232494703,3.70E-13,0.550542861,0.050783793,2.21E-12,0.152611474,-0.12943367,-0.123519897,0.156561872,0.324845996,0.323119216,-0.207549821,0.920237529,0.013756363,0.30463751,-1.46E-11,0.316818983,0.307312178,3.09E-12,-0.635700344,0.376586632,-4.89E-12,-0.118077343,0.871669602,4.14E-12,-0.46063586,0.294707083,-0.72953542,-0.376776025,2.27E-12,-0.737958307,0.284683747,0.014073993,0.801796873,-1.72E-12,-0.435667812,-1.55E-12,-0.027851006,0.146251381,0.297691238,3.38E-12,-0.035937857,-0.523658385,-4.25E-12,-0.12828628,0.693977009,-0.061889799,0.154294622,-0.592215846,0.008687776,0.120105995,-4.19E-13,-0.260421493,-0.345160984,-1.65E-12,-0.141586835,1.81E-10,0.600994647,-0.297306973,-0.336975559,1.73E-13,-0.500839031,-0.022548733,3.37E-13,-0.103948648,-0.39796571,-0.126529965,2.85E-14,-0.039503736,0.048180912,0.109343648,0.898254212,1.89E-12,0.070149437,0.447967614,-0.395395992,0.544863935,0.241561594,0.042115506,-8.68E-13,0.090398228,-0.366828409,0.503641928,1.32E-12,0.430674607,1.00E-12,2.86E-05,-0.151987614,-0.029744434,-0.230981218,-1.48E-12,-0.298891873,0.092414047,0.179175906,0.383090219,-0.094975402,5.22E-12,0.776193854,0.541831572,-1.13E-11,-0.423177266,0.463071519,-2.57E-11,-0.666089232,-0.429103228,-0.628307654,-0.773980373,0.435674517,0.320405844,2.54E-10,-0.256968349,-6.58E-11,0.062714788,-1.60E-10,0.326181888,-0.260891649,3.53E-07,-0.249856532,0.219015749,0.385956133,0.295960238,6.57E-06,0.848228496,-0.141840638,1.38E-05,0.874838102,-0.437839062,-0.2801449,-0.12697032,0.419402357,-0.550247637,-0.559535438,-0.318340781,-0.308277488,-0.47451828,-0.591053194,-0.580381389,0.080455384,0.004069445,-0.072638461,-0.115101353,-0.1113321,-0.159743329,-0.007073742,0.10107217,0.420077774,0.331598058,-0.291561376,0.039692847,-0.349639629,0.040918582,-0.14573648,0.180129266,0.259632999,-0.235417777,0.551948302,0.069017779,-0.119101461,0.332217312,0.466958796,-0.389324934,0.243986026,-0.615818833,-0.051692754,0.034208849,0.085310472,0.57718838,0.245663378,0.204441107,0.535975083,0.058689929,-0.375359223,-0.101766625,0.299771262,-0.360225306,-0.170502675,-0.430986989,-0.488538543,0.031830622,-0.697204409,0.276359718,0.031224286,-0.338020965,-0.036401764,0.160454802,0.19641937,-0.227082304,0.445392877,0.374882269,-0.025581456,-0.222567457,-0.001010392,0.32631346,-0.412561262,0.265443598
